state,city,klan_number,nickname,notes,latitude,longitude,year
Massachusetts,Leonminster,13,Paul Revere Klan,AKA Gardner Klan,42.5250906,-71.759794,1930
Massachusetts,Springfield,14,Not Named,Springfield Ethan Allen Klan No. 74 [sic],42.1014831,-72.589811,1922
Massachusetts,Gardner,14,Not Named,No Notes,42.5750883,-71.998133,1927
Massachusetts,Framingham,15,Ashfram Klan,No Notes,42.279286,-71.4161565,1930
Massachusetts,Waltham,17,Gunder Klan,Also attributed as number 16 (Kourier Magainze),42.3764852,-71.2356113,1931
Massachusetts,Lowell,18,Not Named,Hosts Neva Miller Moss,42.6334247,-71.3161718,1929
Massachusetts,Sutton,21,General Rufus Putnam Klan,No Notes,42.1500353,-71.7632878,1931
Massachusetts,Cape Cod,25,Kape Kod Klan,No Notes,41.700808,-70.472904,1932
Massachusetts,Rutland,30,Naquog Klan,"Also attributed to Holden, MA (Kourier Magazine)",42.3695086,-71.9481211,1931
Massachusetts,Lynn,33,Viking Klan,No Notes,42.466763,-70.9494938,1927
Massachusetts,Amesbury,17,Not Named,No Notes,42.858333,-70.930556,1925
Michigan,Ann Arbor,1,Arbor Klan,No Notes,42.2808256,-83.7430378,1926
Michigan,Flint,4,Not Named,No Notes,43.0125274,-83.6874562,1922
Michigan,Genesee,4,Genesee Klan,No Notes,43.0935147,-83.6135572,1931
Michigan,Lapeer County,4,Lapeer County Klan,No Notes,43.0482433,-83.1649001,1932
Michigan,Jackson County,5,Not Named,No Notes,42.1764362,-84.3542049,1932
Michigan,Adrian,16,Lenawee County Klan,No Notes,41.8975471,-84.0371659,1931
Michigan,Oakland City,21,Not Named,No Notes,42.7561109,-83.1434573,1926
Michigan,Tuscola,23,Not Named,No Notes,43.326413,-83.6571828,1926
Michigan,Alena,24,Gratiot Klan,No Notes,44.3148443,-85.6023643,1928
Michigan,Port Huron,25,William Jennings Bryan Klan,No Notes,42.9708634,-82.4249142,1926
Michigan,Mecosta County,28,Not Named,"Also attributed to Big Rapids, MI. AKA Mecosta County Klan",43.6201025,-85.354965,1930
Michigan,Newaygo County,29,Not Named,No Notes,43.5593582,-85.7666645,1923
Michigan,St. John's,31,Klinton Kounty Klan,No Notes,43.001143,-84.5591521,1925
Michigan,Detroit,32,Dolley Madison Klan,No Notes,42.331427,-83.0457538,1928
Michigan,Niles,33,Pottawattamie Klan,No Notes,41.8297694,-86.2541768,1926
Michigan,Muskegon,34,Bishop Klan,No Notes,43.2341813,-86.2483921,1925
Michigan,Grand Rapids,37,Not Named,No Notes,42.9633599,-85.6680863,1929
Michigan,Bay City,41,Not Named,No Notes,43.5944677,-83.8888647,1926
Michigan,Hartford,46,Not Named,No Notes,42.2067051,-86.1666876,1926
Michigan,Wyandotte,49,Bryan Klan,No Notes,42.2142064,-83.1499239,1930
Michigan,Wyandotte,65,Monroe Klan,No Notes,42.2142064,-83.1499239,1926
Michigan,Niles,66,Gateway City Klan,No Notes,41.8297694,-86.2541768,1929
Michigan,Wayne County,68,Wayne County Klan,Also attributed to Detriot. The name of the Detroit Klan when it finally got its charter in 1925 (Jackson).,42.2790746,-83.336188,1926
Michigan,Allegan,77,Cheshire Klan,No Notes,42.5291989,-85.8553031,1927
Michigan,Berkeley,91,Not Named,"Chartered June 23, 1926",42.5030908,-83.1835389,1931
Michigan,Williamston,104,Not Named,No Notes,42.6889235,-84.2830245,1931
Michigan,Iron Mountain,112,Not Named,Seven years old as of June 1931(Kourier Magazine). AKA Kloverland Klan,45.8202334,-88.0659603,1931
Michigan,Sault Ste. Marie,118,Lock City Klan,No Notes,44.3148443,-85.6023643,1927
Michigan,Flint,121,Dixie Highway Klan,No Notes,43.0125274,-83.6874562,1928
Michigan,Kalamazoo,126,Not Named,No Notes,42.2917069,-85.5872286,1931
Michigan,Long Rapids,143,Not Named,No Notes,45.1258448,-83.7224883,1931
Michigan,Battle Creek,146,Not Named,No Notes,42.3211522,-85.1797142,1929
Michigan,Detroit,149,Triangle Klan,Mainly situated in the east side of Detriot,42.331427,-83.0457538,1931
Michigan,Pontiac,151,Not Named,No Notes,42.6389216,-83.2910468,1928
Michigan,Woodmere,152,Not Named,No Notes,42.3078549,-83.1360117,1931
Michigan,Constantine,159,St. Jo Klan,AKA St. Joseph Klan,41.8411603,-85.6686026,1929
Michigan,Saginaw,161,Wanigas Klan,No Notes,43.4194699,-83.9508068,1931
Michigan,Detroit,165,Not Named,The city's newest and largest Klan,42.331427,-83.0457538,1931
Michigan,Flint,166,Friendship Klan,"Chartered Feb 17, 1933",43.0125274,-83.6874562,1933
Michigan,Shiawassee County,7,Not Named,No Notes,42.95,-84.14,NULL
Michigan,Mancelona,30,Not Named,No Notes,44.903889,-85.060556,NULL
Michigan,Benton Harbor,85,Not Named,No Notes,42.111111,-86.448333,1927
Minnesota,Minneapolis,2,North Star Klan,Began August 1921 according to Jackson,44.977753,-93.2650108,1923
Minnesota,Albert Lea,7,Not Named,No Notes,43.6478006,-93.3686555,1923
Minnesota,St. James,15,Watowan Klan,No Notes,43.9820734,-94.6283192,1928
Minnesota,St. Paul,62,Not Named,No Notes,44.9537029,-93.0899578,1928
Minnesota,St. Paul,236,Not Named,No Notes,44.9537029,-93.0899578,1931
Minnesota,New Ulm,29,New Ulm Provisional Klan,No Notes,44.3144394,-94.4593018,1923
Minnesota,Paynesville,51,Not Named,No Notes,45.383333,-94.716667,NULL
Minnesota,Albert Lea,54,Freeborn County Klan,No Notes,43.647861,-93.36875,1929
Mississippi,Natchez,2,Not Named,No Notes,31.5604442,-91.403171,1924
Mississippi,Vicksburg,3,Jefferson Davis Klan,No Notes,32.3526456,-90.877882,1921
Mississippi,Biloxi,4,Not Named,No Notes,30.3960318,-88.8853078,1922
Mississippi,Logtown,5,Hancock County Klan,No Notes,30.2829726,-89.6211682,1924
Mississippi,Canton,6,J. Z. George Klan,No Notes,32.6126381,-90.0367512,1922
Mississippi,New Augusta,16,Not Named,No Notes,31.2024033,-89.0347743,1923
Mississippi,Hattiesburg,18,Not Named,No Notes,31.3271189,-89.2903392,1922
Mississippi,McComb,23,Not Named,No Notes,31.2437872,-90.4531535,1928
Mississippi,Laurel,30,Dr. R. C. Johnston Klan,No Notes,31.6940509,-89.1306124,1926
Mississippi,Brookhaven,36,Thomas Walker Klan,AKA Tom Walker Adams Klan,31.5790588,-90.4406506,1924
Mississippi,Poplarville,40,Bilbo Klan,No Notes,30.8401863,-89.5342315,1923
Mississippi,Sardis,44,Not Named,No Notes,34.4370511,-89.9159227,1923
Mississippi,Greenwood,51,Leflore Klan,No Notes,33.5162315,-90.1795281,1922
Mississippi,Meridian,54,Not Named,No Notes,32.3643098,-88.703656,1923
Mississippi,Philadelphia,58,Not Named,No Notes,32.7715227,-89.1167275,1926
Mississippi,Ripley,63,Not Named,No Notes,34.7298181,-88.9506181,1923
Mississippi,Summit,65,Captain Boyd Klan,No Notes,31.2837867,-90.4684315,1923
Mississippi,Aberdeen,70,Not Named,No Notes,33.8251139,-88.5436553,1924
Mississippi,Lexington,71,Not Named,No Notes,33.1131833,-90.0531408,1923
Mississippi,Osyka,84,Not Named,No Notes,31.0068453,-90.4723178,1923
Mississippi,Sumrall,88,Sumrall Klan,No Notes,31.4173935,-89.5422909,1926
Mississippi,Morton,90,Not Named,No Notes,32.3537557,-89.6545171,1923
Mississippi,Itta Bena,91,Itta Bena Klan,No Notes,33.49512,-90.3198067,1923
Mississippi,Schlater,95,Not Named,No Notes,33.6406729,-90.3481422,1923
Mississippi,Tupelo,97,Not Named,No Notes,34.2576066,-88.7033859,1923
Mississippi,Lexington,98,Water Valley Klan,No Notes,33.1131833,-90.0531408,1924
Mississippi,New Albany,100,Not Named,No Notes,34.4942683,-89.0078418,1923
Mississippi,Iuka,100,Not Named,No Notes,34.8117565,-88.1900415,1924
Mississippi,Corinth,105,Not Named,No Notes,34.9342548,-88.5222702,1923
Mississippi,Tippah County,53,Not Named,No Notes,34.7688097,-88.864698,1924
Mississippi,Jackson,22,Not Named,No Notes,32.298889,-90.184722,1926
Missouri,El Dorado Springs,1,El Dorado Klan,No Notes,37.8769799,-94.0213303,1923
Missouri,St. Joseph,2,Not Named,No Notes,39.7674578,-94.846681,1931
Missouri,Carthage,3,Ozark Klan,"Also attributed to Jolpin, MO (Kourier Magazine and Chalmers)",37.176447,-94.3102228,1922
Missouri,Webb City,3,Ozark Klan,No Notes,37.1464475,-94.4630035,1923
Missouri,St. Joseph,4,Not Named,No Notes,39.7674578,-94.846681,1923
Missouri,Fortescue,5,Not Named,No Notes,40.0522205,-95.3183117,1923
Missouri,Mound City,5,Not Named,No Notes,38.6270025,-90.1994042,1926
Missouri,Monett,6,Not Named,No Notes,36.9289502,-93.9277071,1923
Missouri,Neosho,7,Isaac Shambaugh Klan,No Notes,36.8689554,-94.367996,1922
Missouri,Joplin,8,Ozark Klan,No Notes,37.0842271,-94.513281,1923
Missouri,Agency,10,Not Named,No Notes,39.644718,-94.7399611,1924
Missouri,Springfield,12,Not Named,No Notes,37.2089572,-93.2922989,1923
Missouri,Carthage,13,Paul Revere Klan,No Notes,37.176447,-94.3102228,1926
Missouri,Lewiston,14,Nathan Hale Klan,No Notes,40.086154,-91.8132225,1923
Missouri,DeKalb,15,Not Named,No Notes,39.8554602,-94.43879,1923
Missouri,Faucett,20,Not Named,No Notes,39.5997974,-94.7988868,1923
Missouri,Gower,21,Not Named,No Notes,39.6108304,-94.5994003,1923
Missouri,Holt County,24,Benjamin Franklin Klan,No Notes,40.0704458,-95.1849219,1923
Missouri,Hickman Mills,26,Not Named,No Notes,38.9158139,-94.526348,1923
Missouri,Independence,27,Not Named,No Notes,39.0911161,-94.4155068,1926
Missouri,Lees Summit,29,Not Named,No Notes,38.9108408,-94.3821724,1924
Missouri,Holden,30,Not Named,No Notes,38.7141778,-93.9913303,1926
Missouri,Longton,31,Not Named,No Notes,37.9642529,-91.8318334,1923
Missouri,Kansas City,38,Agapa Klan,No Notes,39.0997265,-94.5785667,1923
Missouri,Kansas City,39,Santa Fe Klan,No Notes,39.0997265,-94.5785667,1924
Missouri,Kansas City,40,Not Named,"AKA Heart of America Klan or Glen Klan. Also attributed to Glen, MO.",39.0997265,-94.5785667,1926
Missouri,Kansas City,41,West Port Klan,No Notes,39.0997265,-94.5785667,1923
Missouri,Kansas City,42,Central Klan,No Notes,39.0997265,-94.5785667,1923
Missouri,Kansas City,44,North West Klan,AKA the Northeast Klan,39.0997265,-94.5785667,1923
Missouri,Kansas City,45,Albert Pike Klan,No Notes,39.0997265,-94.5785667,1923
Missouri,Linwood,45,Not Named,No Notes,38.7979988,-90.9059053,1923
Missouri,Sarcoxie,47,Not Named,No Notes,37.0692266,-94.1166043,1923
Missouri,Poplar Bluff,48,Not Named,No Notes,36.7569994,-90.392888,1923
Missouri,Trenton,49,Not Named,No Notes,40.0789018,-93.6166074,1923
Missouri,Naylor,50,Not Named,No Notes,36.5753359,-90.6040037,1926
Missouri,Liberal,57,Not Named,No Notes,37.5581024,-94.5199553,1923
Missouri,Malden,61,Not Named,No Notes,36.5570028,-89.9664798,1923
Missouri,Parma,63,Not Named,No Notes,36.613669,-89.8164743,1924
Missouri,Rochester,65,Not Named,No Notes,39.9122168,-94.6846845,1923
Missouri,Caruthersville,86,Not Named,No Notes,36.1931245,-89.6556353,1931
Missouri,Lilbourn,91,Not Named,No Notes,36.5922816,-89.6153571,1926
Missouri,Henrietta,92,Not Named,No Notes,39.2341782,-93.9354988,1923
Missouri,Maitland,98,Nodaway Klan,No Notes,40.2008262,-95.0744187,1923
Missouri,Windsor,103,Not Named,No Notes,38.5322401,-93.5221545,1931
Missouri,Appleton City,106,Not Named,No Notes,38.1905819,-94.0293867,1926
Missouri,Hannibal,111,Not Named,No Notes,39.7083789,-91.3584816,1927
Missouri,Warrensburg,114,Not Named,No Notes,38.7627893,-93.7360498,1926
Missouri,Tipton,115,Not Named,No Notes,38.655578,-92.7799153,1926
Missouri,Ironton,117,Not Named,No Notes,37.600556,-90.631667,1924
Missouri,St. Francois County,120,Not Named,No Notes,37.7652755,-90.4879916,1926
Missouri,Humansville,126,Not Named,No Notes,37.795556,-93.578333,1926
Missouri,Bowling Green,127,Not Named,No Notes,39.341667,-91.2,1926
Missouri,Lousiana,128,Not Named,No Notes,39.445833,-91.056324,1926
Missouri,Kirksville,132,Adair County,No Notes,40.194722,-92.583333,1932
Missouri,Sullivan,134,Not Named,No Notes,38.2081045,-91.1604207,1926
Missouri,Springfield,137,Capitol Klan,Also attributed to Jefferson City and known as the Kapitol Klan (Freedom Forum).,37.2089572,-93.2922989,1926
Missouri,Russellville,138,Not Named,No Notes,38.511696,-92.4401869,1926
Missouri,Eldon,140,Not Named,No Notes,38.3483636,-92.5815759,1926
Missouri,Slater,141,Not Named,No Notes,39.2180805,-93.0690852,1925
Missouri,Marshall,142,Not Named,No Notes,39.1230777,-93.1968704,1926
Missouri,Frankfort,144,Not Named,No Notes,39.4900448,-91.3201473,1926
Missouri,Lewiston,146,Not Named,No Notes,40.086154,-91.8132225,1926
Missouri,Oregon,150,Not Named,No Notes,39.986667,-95.1425,1926
Missouri,Curryville,155,Not Named,No Notes,39.3455986,-91.3448719,1926
Missouri,St. Louis,162,Not Named,No Notes,38.627222,-90.197778,1926
Missouri,Bolivar,168,Not Named,No Notes,37.616667,-93.416667,1926
Missouri,Weston,169,Not Named,No Notes,39.413333,-94.897778,1926
Missouri,Brookfield,172,Not Named,No Notes,39.783056,-93.073889,1926
Missouri,George Washington,173,Not Named,No Notes,38.6487895,-90.3107962,1926
Missouri,Buchanan County,190,Not Named,No Notes,39.6349791,-94.8105955,1931
Missouri,St. Louis,191,North Side Klan,No Notes,38.6270025,-90.1994042,1931
Missouri,Joplin,3,Ozark Klan,"Had members in Joplin, Webb City, Orongo, Alba, Neck City, Purcell, Carl Junction, Waco, Asbury, and rural territory contiguous thereto, save for Carthage.",37.084167,-94.513056,1923
Missouri,Carterville,14,Nathan Hale Klan,No Notes,37.149444,-94.440278,1923
Missouri,St. Louis,152,Not Named,No Notes,38.627222,-90.197778,1926
Montana,Havre,1,Hill County Klan,No Notes,48.549999,-109.6840887,1922
Montana,Laurel,2,Not Named,No Notes,45.6691159,-108.7715328,1923
Montana,Glasgow,5,Valley County Klan,No Notes,48.1969637,-106.6367127,1922
Montana,Billings,6,Not Named,No Notes,45.7832856,-108.5006904,1923
Montana,Lewiston,8,Not Named,No Notes,47.0624732,-109.428238,1923
Montana,Livingston,9,Not Named,No Notes,45.6614105,-110.5599556,1924
Montana,Bozeman,10,Kascade County Klan,No Notes,45.6769979,-111.0429339,1923
Montana,Polson,13,Lake City Klan,No Notes,47.6932004,-114.1631275,1924
Montana,Red Lodge,14,Red Lodge Klan,No Notes,45.1857782,-109.2468211,1923
Montana,Round Up,18,Not Named,No Notes,46.445242,-108.5417999,1923
Montana,Great Falls,19,Kascade County Klan,No Notes,47.4941836,-111.2833449,1923
Montana,Miles City,21,Not Named,No Notes,46.4083362,-105.8405582,1926
Montana,Carbon County,23,Not Named,Karbon Ko[unty?] Klan,45.23,-109.02,1924
Montana,Superior,28,Not Named,No Notes,47.1915937,-114.8917978,1924
Montana,Harlowton,29,Wheatland Klan,No Notes,46.435512,-109.8343499,1923
Montana,Butte,30,Kontinental Klan,No Notes,46.0038232,-112.5347776,1922
Panama,Pedro Miguel,1,Pacific Klan,Chartered in 1924,9.0186276,-79.612309,1931
Panama,Gatun,2,Atlantic Klan,Chartered in 1924 in Cristobal,9.266667,-79.916667,1931
Nebraska,Omaha,1,Not Named,,41.2523634,-95.9979883,1931
Nebraska,Lincoln,11,Not Named,No Notes,40.8257625,-96.6851982,1923
Nebraska,Nebraska City,12,Not Named,No Notes,40.6765745,-95.8593616,1931
Nebraska,Kearney,13,Buffalo Klan,No Notes,40.6993303,-99.0816784,1923
Nebraska,Edgar,17,Not Named,No Notes,40.3722317,-97.9714319,1930
Nebraska,Litchfield,35,Not Named,No Notes,41.1564497,-99.1535342,1926
Nebraska,Scotts Bluff,36,Not Named,No Notes,41.8140936,-103.6362715,1927
Nebraska,Fairbury,53,Jefferson Klan,No Notes,40.1466169,-97.1798456,1928
Nebraska,Red Cloud,53,Not Named,No Notes,40.0890046,-98.5195891,NULL
Nebraska,Chaldron,60,Not Named,AKA Chadron,42.8294187,-102.9999069,1926
Nebraska,Albany,62,Not Named,No Notes,40.306623,-99.4783816,1926
Nebraska,York County,76,Not Named,No Notes,40.7941448,-97.5247243,1926
Nebraska,Benkelman,83,Not Named,No Notes,40.047217,-101.5332221,1929
Nebraska,Ulysses,88,Butler County,No Notes,41.0719562,-97.201984,1931
Nebraska,Central City,90,Not Named,No Notes,41.1158476,-98.0017248,1930
Nebraska,Hay Springs,97,Not Named,No Notes,42.6838618,-102.6899007,1928
Nebraska,Trenton,102,Not Named,No Notes,40.1747708,-101.0129668,1932
Nebraska,Wood River,112,Cedardale Klan,active throughout Hall County,40.820569,-98.6000704,1927
Nebraska,Fremont,118,Not Named,No Notes,41.4333909,-96.4981467,1926
Nebraska,Grand Island,135,Not Named,No Notes,40.9263957,-98.3420118,1931
Nebraska,Chadron,475,Not Named,No Notes,42.8294187,-102.9999069,1928
Nebraska,McCook,67,Not Named,No Notes,40.205278,-100.626111,1925
Nebraska,Minden,109,Not Named,"The Omaha Bee has a story and pictures of a Klan initiation in Lincoln. ""Utmost secrecy has surrounded the activities of 22 Klan organizers who have been working in Nebraska since May 18..""",40.498056,-98.951111,1921
Nevada,Las Vegas,2,Klark Kounty Klan,No Notes,36.1699412,-115.1398296,1926
New Hampshire,Portsmouth,1,Not Named,first to get a charter,43.0717552,-70.7625532,1926
New Hampshire,Androscoggin Valley,4,Androscoggin Valley Klan,"chartered Oct 16, 1928",44.4780046,-71.1708214,1931
New Hampshire,Whitefield,7,Johns River Klan,No Notes,44.3731103,-71.6101011,1931
New Hampshire,Mt. Forest,10,Not Named,No Notes,44.4711694,-71.2009102,1931
New Hampshire,Hampton,2,Not Named,No Notes,42.9375,-70.838889,1925
New Hampshire,Portsmouth,2,Not Named,No Notes,43.075556,-70.760556,1925
New Hampshire,Portsmouth,4,Not Named,No Notes,43.075556,-70.760556,1925
New Jersey,Hoboken,1,Not Named,No Notes,40.7439905,-74.0323626,1922
New Jersey,Paterson,1,Leif Erickson Klan,No Notes,40.9167654,-74.171811,1931
New Jersey,Rutherford,2,Albert Pike Klan,No Notes,40.826489,-74.1068091,1926
New Jersey,Newark,3,George Washington Klan,"Circa 1922, district kleagle says of the Klan, 'Its membership is now two millions. We have just passed the fifteen hundred mark in this local Klan. That is the minimum for a charter.'",40.735657,-74.1723667,1923
New Jersey,Bloomfield,4,Not Named,No Notes,40.8067546,-74.1854209,1930
New Jersey,Orange,5,Not Named,No Notes,40.7706187,-74.2326478,1932
New Jersey,Lakewood,6,Not Named,No Notes,40.082129,-74.2097014,1931
New Jersey,Asbury Park,7,Not Named,No Notes,40.2203907,-74.0120817,1931
New Jersey,Red Bank,10,Not Named,"Lester T. Mount, EC",40.3470543,-74.0643065,1931
New Jersey,Elizabeth,11,Betsy Ross Klan,"Sometimes reported as located in PA, but NJ seems more likely",40.6639916,-74.2107006,1923
New Jersey,Wildwood,11,Theodore Roosevelt Klan,No Notes,38.9917797,-74.8148894,1926
New Jersey,Rio Grande,11,Theodore Roosevelt Klan,No Notes,39.0145573,-74.8815594,1926
New Jersey,Bridgeton,16,Arden M. Ellis Klan,chartered in 1926,39.427337,-75.2340768,1926
New Jersey,Trenton,17,Not Named,No Notes,40.2170534,-74.7429384,1930
New Jersey,Clark Township,17,Unity Klan,No Notes,40.6278031,-74.3127631,1931
New Jersey,Palermo,19,Ocean City Klan,No Notes,39.2401149,-74.6723822,1928
New Jersey,Elizabeth,22,Not Named,No Notes,40.6639916,-74.2107006,1929
New Jersey,Kenilworth,22,Not Named,No Notes,40.6764911,-74.2907032,1930
New Jersey,Morristown,23,Not Named,No Notes,40.7967667,-74.4815438,1931
New Jersey,Port Elizabeth,24,Francis E. Stever Klan,No Notes,39.3134481,-74.9810079,1929
New Jersey,Millville,24,Not Named,No Notes,39.4020596,-75.0393438,1934
New Jersey,Margate City,32,Atlantic City Klan,No Notes,39.327894,-74.5034858,1928
New Jersey,Egg Harbor,34,A. A. Andridge Klan,No Notes,39.3822537,-74.6166192,1926
New Jersey,Pleasantville,37,Not Named,active also in Bargaintown and Pleasantville,39.3898388,-74.5240422,1929
New Jersey,Salem,38,Not Named,No Notes,39.5717796,-75.4671423,1931
New Jersey,Plainfield,40,Not Named,No Notes,40.6337136,-74.4073736,1926
New Jersey,Scotch Plains,40,Not Named,No Notes,40.6400404,-74.369018,1934
New Jersey,New Brunswick,44,Rutgers Klan,No Notes,40.4862157,-74.4518188,1931
New Jersey,New Egypt,45,Edgewood Klan,No Notes,40.0676135,-74.5307093,1927
New Jersey,South Amboy,47,Anchor Klan,No Notes,40.4778838,-74.290702,1931
New Jersey,Tuckerton,49,Tuckerton Klan,No Notes,39.603174,-74.340145,1931
New Jersey,Waretown,50,Not Named,No Notes,39.7915084,-74.1951395,1927
New Jersey,Perth Amboy,55,Stone Mountain Klan,No Notes,40.5067723,-74.2654234,1926
New Jersey,Springdale,60,Not Named,active in Trenton,39.8934965,-74.9880895,1931
New Jersey,Mountainside,63,Mountainside Klan,No Notes,40.6723242,-74.3573722,1932
New Jersey,Hightstown,66,Not Named,No Notes,40.2695538,-74.5232089,1926
New Jersey,Camden,67,Not Named,No Notes,39.9259463,-75.1196199,1930
New Jersey,Camden,68,Richard D. Early Klan,No Notes,39.9259463,-75.1196199,1931
New Jersey,Merchanville,69,Not Named,No Notes,39.9503838,-75.0479726,1926
New Jersey,Hackensack,70,Hiram Evans Klan,AKA the H. W. Evans Klan,40.8859325,-74.0434736,1926
New Jersey,Ridgewood,72,Not Named,No Notes,40.9792645,-74.1165313,1929
New Jersey,Burlington County,77,Progressive Heights Klan,No Notes,39.8558488,-74.6868815,1926
New Jersey,Lumberton,77,Mt. Holly Klan,Loyal Body Klan,39.9676482,-74.8003877,1932
New Jersey,Ridgewood,82,Not Named,No Notes,40.9792645,-74.1165313,1932
New Jersey,Jersey City,83,Not Named,No Notes,40.7281575,-74.0776417,1931
New Jersey,Union City,84,Not Named,No Notes,40.6975898,-74.2631635,1928
New Jersey,Atlantic City,86,Neptune Klan,No Notes,39.3642834,-74.4229266,1931
New Mexico,Albuquerque,7,Rio Grande Klan,No Notes,35.0853336,-106.6055534,1924
New Mexico,Roswell,15,Pioneer Klan,Conflicting reports in Kourier Magainze -- in separate issues states it was chartered 1924 and that Kludd joined the klavern in 1921,33.3942655,-104.5230242,1924
New York,Roosevelt,0,Not Named,No Notes,40.678713,-73.5890168,1935
New York,Brooklyn,1,Not Named,No Notes,40.6781784,-73.9441579,1921
New York,New York City,1,Albert Pike Klan,No Notes,40.7127837,-74.0059413,1932
New York,Brooklyn,2,Not Named,No Notes,40.6781784,-73.9441579,1923
New York,Grand Island,3,Grand Island Klan,No Notes,43.0216283,-78.9657302,1924
New York,Jamaica,5,Not Named,No Notes,40.699683,-73.807903,1923
New York,Buffalo,5,Not Named,No Notes,42.8864468,-78.8783689,NULL
New York,Northport,6,Not Named,No Notes,40.9009313,-73.3431727,1925
New York,Lynbook,8,Lynbrook Klan,No Notes,40.6548253,-73.6717969,1931
New York,Valley Stream,9,"L. I., Pioneer Klan",No Notes,40.6642699,-73.7084645,1932
New York,Roosevelt,11,Theodore Roosevelt Klan,No Notes,40.678713,-73.5890168,1931
New York,Deposit,12,Broome County,No Notes,42.0600834,-75.4276769,1931
New York,Millport,14,Not Named,Operating since 1924,42.2653526,-76.8346791,1931
New York,Onondaga,16,Not Named,No Notes,42.978056,-76.198333,1930
New York,Hancock,17,Not Named,No Notes,41.954722,-75.283333,1931
New York,Horsehead,19,Newton Klan,Also operated in and around Chemung County,42.166389,-76.8275,1928
New York,Binghamton,20,Not Named,No Notes,42.0986867,-75.9179738,1924
New York,Harpursville,21,Broome County Klan,No Notes,42.1784124,-75.6246297,1931
New York,Orange County,22,Not Named,Also operated in Port Jervis,41.3911653,-74.3118212,1931
New York,Elmira,23,Not Named,No Notes,42.0897965,-76.8077338,1927
New York,Port Jefferson,25,Suwasset Klan,No Notes,40.9464875,-73.0692732,1932
New York,Huntington,28,Not Named,No Notes,40.8681539,-73.425676,1935
New York,Patchogue,30,Trinity Klan,No Notes,40.7659783,-73.019343,1926
New York,Smithtown,33,Nissequoque Klan,No Notes,40.8559314,-73.2006687,1926
New York,Endicott,34,Broome County,No Notes,42.098408,-76.0493684,1931
New York,Far Rockaway,35,Not Named,"AKA Inwood, Long Island, Rockaway Klan",40.60913,-73.75054,1929
New York,Flushing,36,Not Named,"Chartered on March 10th, 1926",40.7674987,-73.833079,1931
New York,Niagara Falls,37,Not Named,No Notes,43.0962143,-79.0377388,1932
New York,Williamsburg,37,Williamsburg Klan,active by 1932,40.7081156,-73.9570696,1932
New York,Jamaica,38,Major Emmett D. Smith Klan,No Notes,40.699683,-73.807903,1927
New York,Staten Island,39,Not Named,No Notes,40.5795317,-74.1502007,1932
New York,Queens,40,Not Named,Concentrated in the Flushing neighborhood,40.7282239,-73.7948516,1931
New York,Jamaica,41,Not Named,No Notes,40.699683,-73.807903,1931
New York,Queens County,41,Not Named,No Notes,40.7282239,-73.7948516,1932
New York,Newark Valley,42,Not Named,No Notes,42.2236853,-76.183263,1931
New York,Amityville,43,Nathan Hale Klan,No Notes,40.6789893,-73.4170673,1931
New York,Binghamton,45,Broome County,"Consolidated with 242, Binghamton",42.0986867,-75.9179738,1931
New York,Peekskill,46,Lincoln Klan,No Notes,41.2900939,-73.9204158,1932
New York,Hempstead,47,Unity Klan,No Notes,40.7062128,-73.6187397,1929
New York,Jamesburg,48,Rader Klan,No Notes,42.153333,-79.257778,1927
New York,Poughkeepsie,48,Not Named,No Notes,41.7003713,-73.9209701,1927
New York,Chatham,50,Not Named,No Notes,42.3642516,-73.5948391,1928
New York,Auburn,58,Not Named,No Notes,42.9317335,-76.5660529,1929
New York,Hornell,63,Steuben County,No Notes,42.3278477,-77.6611025,1931
New York,Corning,64,Steuben County,No Notes,42.1428521,-77.0546903,1930
New York,Bath,65,Steuben County,No Notes,42.3370164,-77.3177577,1931
New York,Canisteo,68,Purdy Klan,No Notes,42.2703487,-77.6058225,1928
New York,Beacon,69,Not Named,chartered,41.5048158,-73.9695832,1927
New York,Midland,72,Ridgewood Klan,No Notes,40.5763116,-74.1003384,1930
New York,Oneonta,73,Not Named,Reorganized in 1935,42.455833,-75.1011293,1935
New York,Smithtown,76,Not Named,No Notes,40.862778,-73.215278,1925
New York,Clarence,76,Akron Klan,No Notes,42.977012,-78.592015,1931
New York,Glendale-Ridgewood,78,Not Named,No Notes,40.698439,-74.117953,1931
New York,Albany,79,Not Named,No Notes,42.6525793,-73.7562317,1931
New York,Richmond Hill,83,Not Named,No Notes,40.6958108,-73.8272029,1928
New York,Schenectady,84,Electric City Klan,No Notes,42.8142432,-73.9395687,1931
New York,Wanakena,86,Not Named,No Notes,44.1339512,-74.9210219,1932
New York,Pawling,87,Harlem Valley Klan,No Notes,41.566667,-73.6,1931
New York,Rochester,87,Lindbergh Klan,No Notes,43.16103,-77.6109219,1932
New York,Auburn,88,Not Named,No Notes,42.9317335,-76.5660529,1929
New York,Fair Haven,93,Sterling Klan,No Notes,43.3164558,-76.7021747,1927
New York,Madison County,97,Madison County,"Stop, Look, and Listen Klan",42.9805975,-75.8069082,1929
New York,Cameron,98,Steuben County,No Notes,42.199167,-77.406389,1931
New York,Nelson,99,Cazenovia Klan,AKA The Kazenovia Klan,42.917222,-75.776944,1929
New York,Monroe,100,Not Named,No Notes,41.330794,-74.187597,1932
